"StichtagDatJahr","AlterV05Cd","AlterV05Lang","PLZ","AnzBestWir"
1999,5,"5- bis 9-Jährige","8044",259
1999,5,"5- bis 9-Jährige","8045",528
1999,5,"5- bis 9-Jährige","8046",1011
1999,5,"5- bis 9-Jährige","8047",571
1999,5,"5- bis 9-Jährige","8048",1012
1999,5,"5- bis 9-Jährige","8049",829
1999,5,"5- bis 9-Jährige","8050",993
1999,5,"5- bis 9-Jährige","8051",1071
1999,5,"5- bis 9-Jährige","8052",785
1999,5,"5- bis 9-Jährige","8053",360
1999,5,"5- bis 9-Jährige","8055",717
1999,5,"5- bis 9-Jährige","8057",675
1999,5,"5- bis 9-Jährige","8063",4
1999,5,"5- bis 9-Jährige","8064",198
1999,5,"5- bis 9-Jährige","8152",3
1999,5,"5- bis 9-Jährige","9999",2
1999,10,"10- bis 14-Jährige","8001",91
1999,10,"10- bis 14-Jährige","8002",269
1999,10,"10- bis 14-Jährige","8003",707
1999,10,"10- bis 14-Jährige","8004",863
1999,10,"10- bis 14-Jährige","8005",321
1999,10,"10- bis 14-Jährige","8006",413
1999,10,"10- bis 14-Jährige","8008",399
1999,10,"10- bis 14-Jährige","8032",533
1999,10,"10- bis 14-Jährige","8037",485
1999,10,"10- bis 14-Jährige","8038",673
1999,10,"10- bis 14-Jährige","8041",237
1999,10,"10- bis 14-Jährige","8044",238
1999,10,"10- bis 14-Jährige","8045",542
1999,10,"10- bis 14-Jährige","8046",976
1999,10,"10- bis 14-Jährige","8047",606
1999,10,"10- bis 14-Jährige","8048",962
1999,10,"10- bis 14-Jährige","8049",726
1999,10,"10- bis 14-Jährige","8050",923
1999,10,"10- bis 14-Jährige","8051",953
1999,10,"10- bis 14-Jährige","8052",755
1999,10,"10- bis 14-Jährige","8053",333
1999,10,"10- bis 14-Jährige","8055",757
1999,10,"10- bis 14-Jährige","8057",608
1999,10,"10- bis 14-Jährige","8063",1
1999,10,"10- bis 14-Jährige","8064",213
1999,10,"10- bis 14-Jährige","8152",3
1999,10,"10- bis 14-Jährige","9999",1
1999,15,"15- bis 19-Jährige","8001",155
1999,15,"15- bis 19-Jährige","8002",294
1999,15,"15- bis 19-Jährige","8003",795
1999,15,"15- bis 19-Jährige","8004",1037
1999,15,"15- bis 19-Jährige","8005",463
1999,15,"15- bis 19-Jährige","8006",529
1999,15,"15- bis 19-Jährige","8008",466
1999,15,"15- bis 19-Jährige","8032",628
1999,15,"15- bis 19-Jährige","8037",566
1999,15,"15- bis 19-Jährige","8038",582
1999,15,"15- bis 19-Jährige","8041",259
1999,15,"15- bis 19-Jährige","8044",284
1999,15,"15- bis 19-Jährige","8045",508
1999,15,"15- bis 19-Jährige","8046",986
1999,15,"15- bis 19-Jährige","8047",612
1999,15,"15- bis 19-Jährige","8048",997
1999,15,"15- bis 19-Jährige","8049",798
1999,15,"15- bis 19-Jährige","8050",999
1999,15,"15- bis 19-Jährige","8051",1008
1999,15,"15- bis 19-Jährige","8052",755
1999,15,"15- bis 19-Jährige","8053",358
1999,15,"15- bis 19-Jährige","8055",830
1999,15,"15- bis 19-Jährige","8057",651
1999,15,"15- bis 19-Jährige","8063",28
1999,15,"15- bis 19-Jährige","8064",258
1999,15,"15- bis 19-Jährige","8142",1
1999,15,"15- bis 19-Jährige","8152",1
1999,15,"15- bis 19-Jährige","9999",8
1999,20,"20- bis 24-Jährige","8001",503
1999,20,"20- bis 24-Jährige","8002",570
1999,20,"20- bis 24-Jährige","8003",1805
1999,20,"20- bis 24-Jährige","8004",2572
1999,20,"20- bis 24-Jährige","8005",1217
1999,20,"20- bis 24-Jährige","8006",1355
1999,20,"20- bis 24-Jährige","8008",964
1999,20,"20- bis 24-Jährige","8032",1112
1999,20,"20- bis 24-Jährige","8037",1367
1999,20,"20- bis 24-Jährige","8038",892
1999,20,"20- bis 24-Jährige","8041",250
1999,20,"20- bis 24-Jährige","8044",508
1999,20,"20- bis 24-Jährige","8045",712
1999,20,"20- bis 24-Jährige","8046",1276
1999,20,"20- bis 24-Jährige","8047",780
1999,20,"20- bis 24-Jährige","8048",1594
1999,20,"20- bis 24-Jährige","8049",858
1999,20,"20- bis 24-Jährige","8050",1939
1999,20,"20- bis 24-Jährige","8051",1532
1999,20,"20- bis 24-Jährige","8052",1086
1999,20,"20- bis 24-Jährige","8053",380
1999,20,"20- bis 24-Jährige","8055",1096
1999,20,"20- bis 24-Jährige","8057",1612
1999,20,"20- bis 24-Jährige","8063",113
1999,20,"20- bis 24-Jährige","8064",300
1999,20,"20- bis 24-Jährige","8142",2
1999,20,"20- bis 24-Jährige","9999",27
1999,25,"25- bis 29-Jährige","8001",644
1999,25,"25- bis 29-Jährige","8002",950
1999,25,"25- bis 29-Jährige","8003",2751
1999,25,"25- bis 29-Jährige","8004",3592
1999,25,"25- bis 29-Jährige","8005",1706
1999,25,"25- bis 29-Jährige","8006",2123
1999,25,"25- bis 29-Jährige","8008",1875
1999,25,"25- bis 29-Jährige","8032",1694
1999,25,"25- bis 29-Jährige","8037",2021
1999,25,"25- bis 29-Jährige","8038",1201
1999,25,"25- bis 29-Jährige","8041",288
1999,25,"25- bis 29-Jährige","8044",607
1999,25,"25- bis 29-Jährige","8045",851
1999,25,"25- bis 29-Jährige","8046",1476
1999,25,"25- bis 29-Jährige","8047",1091
1999,25,"25- bis 29-Jährige","8048",2013
1999,25,"25- bis 29-Jährige","8049",1468
1999,25,"25- bis 29-Jährige","8050",1962
1999,25,"25- bis 29-Jährige","8051",1611
1999,25,"25- bis 29-Jährige","8052",1226
1999,25,"25- bis 29-Jährige","8053",518
1999,25,"25- bis 29-Jährige","8055",1375
1999,25,"25- bis 29-Jährige","8057",2068
1999,25,"25- bis 29-Jährige","8063",64
1999,25,"25- bis 29-Jährige","8064",274
1999,25,"25- bis 29-Jährige","9999",28
1999,30,"30- bis 34-Jährige","8001",594
1999,30,"30- bis 34-Jährige","8002",1001
1999,30,"30- bis 34-Jährige","8003",2553
1999,30,"30- bis 34-Jährige","8004",3224
1999,30,"30- bis 34-Jährige","8005",1565
1999,30,"30- bis 34-Jährige","8006",2077
1999,30,"30- bis 34-Jährige","8008",1794
1999,30,"30- bis 34-Jährige","8032",1897
1999,30,"30- bis 34-Jährige","8037",1863
1999,30,"30- bis 34-Jährige","8038",1357
1999,30,"30- bis 34-Jährige","8041",344
1999,30,"30- bis 34-Jährige","8044",646
1999,30,"30- bis 34-Jährige","8045",918
1999,30,"30- bis 34-Jährige","8046",1602
1999,30,"30- bis 34-Jährige","8047",1202
1999,30,"30- bis 34-Jährige","8048",2142
1999,30,"30- bis 34-Jährige","8049",1865
1999,30,"30- bis 34-Jährige","8050",1915
1999,30,"30- bis 34-Jährige","8051",1734
1999,30,"30- bis 34-Jährige","8052",1326
1999,30,"30- bis 34-Jährige","8053",656
1999,30,"30- bis 34-Jährige","8055",1463
1999,30,"30- bis 34-Jährige","8057",1842
1999,30,"30- bis 34-Jährige","8063",54
1999,30,"30- bis 34-Jährige","8064",255
1999,30,"30- bis 34-Jährige","8152",2
1999,30,"30- bis 34-Jährige","9999",15
1999,35,"35- bis 39-Jährige","8001",448
1999,35,"35- bis 39-Jährige","8002",825
1999,35,"35- bis 39-Jährige","8003",1968
1999,35,"35- bis 39-Jährige","8004",2591
1999,35,"35- bis 39-Jährige","8005",1195
1999,35,"35- bis 39-Jährige","8006",1599
1999,35,"35- bis 39-Jährige","8008",1483
1999,35,"35- bis 39-Jährige","8032",1496
1999,35,"35- bis 39-Jährige","8037",1409
1999,35,"35- bis 39-Jährige","8038",1282
1999,35,"35- bis 39-Jährige","8041",341
1999,35,"35- bis 39-Jährige","8044",620
1999,35,"35- bis 39-Jährige","8045",831
1999,35,"35- bis 39-Jährige","8046",1477
1999,35,"35- bis 39-Jährige","8047",1129
1999,35,"35- bis 39-Jährige","8048",2032
1999,35,"35- bis 39-Jährige","8049",1728
1999,35,"35- bis 39-Jährige","8050",1762
1999,35,"35- bis 39-Jährige","8051",1631
1999,35,"35- bis 39-Jährige","8052",1222
1999,35,"35- bis 39-Jährige","8053",717
1999,35,"35- bis 39-Jährige","8055",1360
1999,35,"35- bis 39-Jährige","8057",1513
1999,35,"35- bis 39-Jährige","8063",50
1999,35,"35- bis 39-Jährige","8064",265
1999,35,"35- bis 39-Jährige","8152",1
1999,35,"35- bis 39-Jährige","9999",4
1999,40,"40- bis 44-Jährige","8001",433
1999,40,"40- bis 44-Jährige","8002",623
1999,40,"40- bis 44-Jährige","8003",1505
1999,40,"40- bis 44-Jährige","8004",1999
1999,40,"40- bis 44-Jährige","8005",934
1999,40,"40- bis 44-Jährige","8006",1218
1999,40,"40- bis 44-Jährige","8008",1207
1999,40,"40- bis 44-Jährige","8032",1365
1999,40,"40- bis 44-Jährige","8037",1147
1999,40,"40- bis 44-Jährige","8038",1068
1999,40,"40- bis 44-Jährige","8041",301
1999,40,"40- bis 44-Jährige","8044",514
1999,40,"40- bis 44-Jährige","8045",725
1999,40,"40- bis 44-Jährige","8046",1296
1999,40,"40- bis 44-Jährige","8047",1020
1999,40,"40- bis 44-Jährige","8048",1790
1999,40,"40- bis 44-Jährige","8049",1411
1999,40,"40- bis 44-Jährige","8050",1398
1999,40,"40- bis 44-Jährige","8051",1411
1999,40,"40- bis 44-Jährige","8052",1047
1999,40,"40- bis 44-Jährige","8053",611
1999,40,"40- bis 44-Jährige","8055",1165
1999,40,"40- bis 44-Jährige","8057",1149
1999,40,"40- bis 44-Jährige","8063",35
1999,40,"40- bis 44-Jährige","8064",277
1999,40,"40- bis 44-Jährige","8152",1
1999,40,"40- bis 44-Jährige","9999",4
1999,45,"45- bis 49-Jährige","8001",394
1999,45,"45- bis 49-Jährige","8002",560
1999,45,"45- bis 49-Jährige","8003",1243
1999,45,"45- bis 49-Jährige","8004",1726
1999,45,"45- bis 49-Jährige","8005",745
1999,45,"45- bis 49-Jährige","8006",1117
1999,45,"45- bis 49-Jährige","8008",1093
1999,45,"45- bis 49-Jährige","8032",1198
1999,45,"45- bis 49-Jährige","8037",962
1999,45,"45- bis 49-Jährige","8038",975
1999,45,"45- bis 49-Jährige","8041",334
1999,45,"45- bis 49-Jährige","8044",530
1999,45,"45- bis 49-Jährige","8045",647
1999,45,"45- bis 49-Jährige","8046",1186
1999,45,"45- bis 49-Jährige","8047",935
1999,45,"45- bis 49-Jährige","8048",1583
1999,45,"45- bis 49-Jährige","8049",1360
1999,45,"45- bis 49-Jährige","8050",1248
1999,45,"45- bis 49-Jährige","8051",1330
1999,45,"45- bis 49-Jährige","8052",978
1999,45,"45- bis 49-Jährige","8053",584
1999,45,"45- bis 49-Jährige","8055",1080
1999,45,"45- bis 49-Jährige","8057",1119
1999,45,"45- bis 49-Jährige","8063",22
1999,45,"45- bis 49-Jährige","8064",283
1999,45,"45- bis 49-Jährige","8142",1
1999,45,"45- bis 49-Jährige","9999",4
1999,50,"50- bis 54-Jährige","8001",438
1999,50,"50- bis 54-Jährige","8002",583
1999,50,"50- bis 54-Jährige","8003",1027
1999,50,"50- bis 54-Jährige","8004",1455
1999,50,"50- bis 54-Jährige","8005",654
1999,50,"50- bis 54-Jährige","8006",1144
1999,50,"50- bis 54-Jährige","8008",980
1999,50,"50- bis 54-Jährige","8032",1127
1999,50,"50- bis 54-Jährige","8037",857
1999,50,"50- bis 54-Jährige","8038",868
1999,50,"50- bis 54-Jährige","8041",325
1999,50,"50- bis 54-Jährige","8044",559
1999,50,"50- bis 54-Jährige","8045",577
1999,50,"50- bis 54-Jährige","8046",1124
1999,50,"50- bis 54-Jährige","8047",991
1999,50,"50- bis 54-Jährige","8048",1552
1999,50,"50- bis 54-Jährige","8049",1394
1999,50,"50- bis 54-Jährige","8050",1199
1999,50,"50- bis 54-Jährige","8051",1167
1999,50,"50- bis 54-Jährige","8052",940
1999,50,"50- bis 54-Jährige","8053",646
1999,50,"50- bis 54-Jährige","8055",1012
1999,50,"50- bis 54-Jährige","8057",983
1999,50,"50- bis 54-Jährige","8063",21
1999,50,"50- bis 54-Jährige","8064",290
1999,50,"50- bis 54-Jährige","8142",3
1999,50,"50- bis 54-Jährige","9999",8
1999,55,"55- bis 59-Jährige","8001",422
1999,55,"55- bis 59-Jährige","8002",494
1999,55,"55- bis 59-Jährige","8003",805
1999,55,"55- bis 59-Jährige","8004",1175
1999,55,"55- bis 59-Jährige","8005",436
1999,55,"55- bis 59-Jährige","8006",914
1999,55,"55- bis 59-Jährige","8008",866
1999,55,"55- bis 59-Jährige","8032",1002
1999,55,"55- bis 59-Jährige","8037",676
1999,55,"55- bis 59-Jährige","8038",911
1999,55,"55- bis 59-Jährige","8041",323
1999,55,"55- bis 59-Jährige","8044",527
1999,55,"55- bis 59-Jährige","8045",458
1999,55,"55- bis 59-Jährige","8046",985
1999,55,"55- bis 59-Jährige","8047",882
1999,55,"55- bis 59-Jährige","8048",1375
1999,55,"55- bis 59-Jährige","8049",1403
1999,55,"55- bis 59-Jährige","8050",1039
1999,55,"55- bis 59-Jährige","8051",1027
1999,55,"55- bis 59-Jährige","8052",926
1999,55,"55- bis 59-Jährige","8053",760
1999,55,"55- bis 59-Jährige","8055",871
1999,55,"55- bis 59-Jährige","8057",921
1999,55,"55- bis 59-Jährige","8063",19
1999,55,"55- bis 59-Jährige","8064",213
1999,60,"60- bis 64-Jährige","8001",243
1999,60,"60- bis 64-Jährige","8002",367
1999,60,"60- bis 64-Jährige","8003",638
1999,60,"60- bis 64-Jährige","8004",974
1999,60,"60- bis 64-Jährige","8005",382
1999,60,"60- bis 64-Jährige","8006",654
1999,60,"60- bis 64-Jährige","8008",657
1999,60,"60- bis 64-Jährige","8032",755
1999,60,"60- bis 64-Jährige","8037",534
1999,60,"60- bis 64-Jährige","8038",744
1999,60,"60- bis 64-Jährige","8041",258
1999,60,"60- bis 64-Jährige","8044",388
1999,60,"60- bis 64-Jährige","8045",407
1999,60,"60- bis 64-Jährige","8046",996
1999,60,"60- bis 64-Jährige","8047",905
1999,60,"60- bis 64-Jährige","8048",1347
1999,60,"60- bis 64-Jährige","8049",1232
1999,60,"60- bis 64-Jährige","8050",936
1999,60,"60- bis 64-Jährige","8051",1112
1999,60,"60- bis 64-Jährige","8052",810
1999,60,"60- bis 64-Jährige","8053",646
1999,60,"60- bis 64-Jährige","8055",790
1999,60,"60- bis 64-Jährige","8057",774
1999,60,"60- bis 64-Jährige","8063",13
1999,60,"60- bis 64-Jährige","8064",171
1999,60,"60- bis 64-Jährige","9999",1
1999,65,"65- bis 69-Jährige","8001",168
1999,65,"65- bis 69-Jährige","8002",307
1999,65,"65- bis 69-Jährige","8003",610
1999,65,"65- bis 69-Jährige","8004",868
1999,65,"65- bis 69-Jährige","8005",324
1999,65,"65- bis 69-Jährige","8006",586
1999,65,"65- bis 69-Jährige","8008",550
1999,65,"65- bis 69-Jährige","8032",647
1999,65,"65- bis 69-Jährige","8037",534
1999,65,"65- bis 69-Jährige","8038",833
1999,65,"65- bis 69-Jährige","8041",265
1999,65,"65- bis 69-Jährige","8044",329
1999,65,"65- bis 69-Jährige","8045",358
1999,65,"65- bis 69-Jährige","8046",990
1999,65,"65- bis 69-Jährige","8047",1037
1999,65,"65- bis 69-Jährige","8048",1287
1999,65,"65- bis 69-Jährige","8049",1249
1999,65,"65- bis 69-Jährige","8050",854
1999,65,"65- bis 69-Jährige","8051",1248
1999,65,"65- bis 69-Jährige","8052",810
1999,65,"65- bis 69-Jährige","8053",623
1999,65,"65- bis 69-Jährige","8055",827
1999,65,"65- bis 69-Jährige","8057",873
1999,65,"65- bis 69-Jährige","8063",5
1999,65,"65- bis 69-Jährige","8064",170
1999,65,"65- bis 69-Jährige","8152",1
1999,65,"65- bis 69-Jährige","9999",2
1999,70,"70- bis 74-Jährige","8001",177
1999,70,"70- bis 74-Jährige","8002",339
1999,70,"70- bis 74-Jährige","8003",594
1999,70,"70- bis 74-Jährige","8004",883
1999,70,"70- bis 74-Jährige","8005",238
1999,70,"70- bis 74-Jährige","8006",648
1999,70,"70- bis 74-Jährige","8008",579
1999,70,"70- bis 74-Jährige","8032",658
1999,70,"70- bis 74-Jährige","8037",570
1999,70,"70- bis 74-Jährige","8038",906
1999,70,"70- bis 74-Jährige","8041",255
1999,70,"70- bis 74-Jährige","8044",344
1999,70,"70- bis 74-Jährige","8045",390
1999,70,"70- bis 74-Jährige","8046",871
1999,70,"70- bis 74-Jährige","8047",1081
1999,70,"70- bis 74-Jährige","8048",1216
1999,70,"70- bis 74-Jährige","8049",1118
1999,70,"70- bis 74-Jährige","8050",838
1999,70,"70- bis 74-Jährige","8051",1157
1999,70,"70- bis 74-Jährige","8052",723
1999,70,"70- bis 74-Jährige","8053",608
1999,70,"70- bis 74-Jährige","8055",825
1999,70,"70- bis 74-Jährige","8057",906
1999,70,"70- bis 74-Jährige","8063",5
1999,70,"70- bis 74-Jährige","8064",164
1999,70,"70- bis 74-Jährige","8134",1
1999,70,"70- bis 74-Jährige","9999",1
1999,75,"75- bis 79-Jährige","8001",144
1999,75,"75- bis 79-Jährige","8002",336
1999,75,"75- bis 79-Jährige","8003",577
1999,75,"75- bis 79-Jährige","8004",763
1999,75,"75- bis 79-Jährige","8005",190
1999,75,"75- bis 79-Jährige","8006",588
1999,75,"75- bis 79-Jährige","8008",572
1999,75,"75- bis 79-Jährige","8032",595
1999,75,"75- bis 79-Jährige","8037",517
1999,75,"75- bis 79-Jährige","8038",819
1999,75,"75- bis 79-Jährige","8041",196
1999,75,"75- bis 79-Jährige","8044",328
1999,75,"75- bis 79-Jährige","8045",323
1999,75,"75- bis 79-Jährige","8046",611
1999,75,"75- bis 79-Jährige","8047",992
1999,75,"75- bis 79-Jährige","8048",1005
1999,75,"75- bis 79-Jährige","8049",978
1999,75,"75- bis 79-Jährige","8050",746
1999,75,"75- bis 79-Jährige","8051",956
1999,75,"75- bis 79-Jährige","8052",573
1999,75,"75- bis 79-Jährige","8053",589
1999,75,"75- bis 79-Jährige","8055",812
1999,75,"75- bis 79-Jährige","8057",847
1999,75,"75- bis 79-Jährige","8063",3
1999,75,"75- bis 79-Jährige","8064",123
1999,75,"75- bis 79-Jährige","8134",1
1999,75,"75- bis 79-Jährige","8152",4
1999,75,"75- bis 79-Jährige","9999",2
1999,80,"80- bis 84-Jährige","8001",76
1999,80,"80- bis 84-Jährige","8002",208
1999,80,"80- bis 84-Jährige","8003",343
1999,80,"80- bis 84-Jährige","8004",506
1999,80,"80- bis 84-Jährige","8005",158
1999,80,"80- bis 84-Jährige","8006",402
1999,80,"80- bis 84-Jährige","8008",413
1999,80,"80- bis 84-Jährige","8032",504
1999,80,"80- bis 84-Jährige","8037",395
1999,80,"80- bis 84-Jährige","8038",565
1999,80,"80- bis 84-Jährige","8041",135
1999,80,"80- bis 84-Jährige","8044",245
1999,80,"80- bis 84-Jährige","8045",224
1999,80,"80- bis 84-Jährige","8046",390
1999,80,"80- bis 84-Jährige","8047",569
1999,80,"80- bis 84-Jährige","8048",498
1999,80,"80- bis 84-Jährige","8049",591
1999,80,"80- bis 84-Jährige","8050",489
1999,80,"80- bis 84-Jährige","8051",536
1999,80,"80- bis 84-Jährige","8052",360
1999,80,"80- bis 84-Jährige","8053",359
1999,80,"80- bis 84-Jährige","8055",563
1999,80,"80- bis 84-Jährige","8057",589
1999,80,"80- bis 84-Jährige","8064",84
1999,80,"80- bis 84-Jährige","9999",5
1999,85,"85- bis 89-Jährige","8001",84
1999,85,"85- bis 89-Jährige","8002",182
1999,85,"85- bis 89-Jährige","8003",268
1999,85,"85- bis 89-Jährige","8004",416
1999,85,"85- bis 89-Jährige","8005",114
1999,85,"85- bis 89-Jährige","8006",327
1999,85,"85- bis 89-Jährige","8008",343
1999,85,"85- bis 89-Jährige","8032",475
1999,85,"85- bis 89-Jährige","8037",347
1999,85,"85- bis 89-Jährige","8038",465
1999,85,"85- bis 89-Jährige","8041",98
1999,85,"85- bis 89-Jährige","8044",183
1999,85,"85- bis 89-Jährige","8045",175
1999,85,"85- bis 89-Jährige","8046",253
1999,85,"85- bis 89-Jährige","8047",391
1999,85,"85- bis 89-Jährige","8048",313
1999,85,"85- bis 89-Jährige","8049",402
1999,85,"85- bis 89-Jährige","8050",346
1999,85,"85- bis 89-Jährige","8051",352
1999,85,"85- bis 89-Jährige","8052",192
1999,85,"85- bis 89-Jährige","8053",297
1999,85,"85- bis 89-Jährige","8055",444
1999,85,"85- bis 89-Jährige","8057",400
1999,85,"85- bis 89-Jährige","8063",2
1999,85,"85- bis 89-Jährige","8064",90
1999,85,"85- bis 89-Jährige","9999",6
1999,90,"90- bis 94-Jährige","8001",53
1999,90,"90- bis 94-Jährige","8002",77
1999,90,"90- bis 94-Jährige","8003",86
1999,90,"90- bis 94-Jährige","8004",182
1999,90,"90- bis 94-Jährige","8005",60
1999,90,"90- bis 94-Jährige","8006",135
1999,90,"90- bis 94-Jährige","8008",144
1999,90,"90- bis 94-Jährige","8032",258
1999,90,"90- bis 94-Jährige","8037",159
1999,90,"90- bis 94-Jährige","8038",246
1999,90,"90- bis 94-Jährige","8041",48
1999,90,"90- bis 94-Jährige","8044",81
1999,90,"90- bis 94-Jährige","8045",79
1999,90,"90- bis 94-Jährige","8046",105
1999,90,"90- bis 94-Jährige","8047",183
1999,90,"90- bis 94-Jährige","8048",106
1999,90,"90- bis 94-Jährige","8049",146
1999,90,"90- bis 94-Jährige","8050",131
1999,90,"90- bis 94-Jährige","8051",136
1999,90,"90- bis 94-Jährige","8052",46
1999,90,"90- bis 94-Jährige","8053",128
1999,90,"90- bis 94-Jährige","8055",206
1999,90,"90- bis 94-Jährige","8057",184
1999,90,"90- bis 94-Jährige","8063",1
1999,90,"90- bis 94-Jährige","8064",29
1999,95,"95- bis 99-Jährige","8001",7
1999,95,"95- bis 99-Jährige","8002",18
1999,95,"95- bis 99-Jährige","8003",14
1999,95,"95- bis 99-Jährige","8004",30
1999,95,"95- bis 99-Jährige","8005",8
1999,95,"95- bis 99-Jährige","8006",17
1999,95,"95- bis 99-Jährige","8008",35
1999,95,"95- bis 99-Jährige","8032",65
1999,95,"95- bis 99-Jährige","8037",29
1999,95,"95- bis 99-Jährige","8038",53
1999,95,"95- bis 99-Jährige","8041",4
1999,95,"95- bis 99-Jährige","8044",18
1999,95,"95- bis 99-Jährige","8045",18
1999,95,"95- bis 99-Jährige","8046",10
1999,95,"95- bis 99-Jährige","8047",19
1999,95,"95- bis 99-Jährige","8048",13
1999,95,"95- bis 99-Jährige","8049",38
1999,95,"95- bis 99-Jährige","8050",19
1999,95,"95- bis 99-Jährige","8051",34
1999,95,"95- bis 99-Jährige","8052",7
1999,95,"95- bis 99-Jährige","8053",17
1999,95,"95- bis 99-Jährige","8055",39
1999,95,"95- bis 99-Jährige","8057",37
1999,95,"95- bis 99-Jährige","8064",5
1999,100,"100-Jährige und Ältere","8002",2
1999,100,"100-Jährige und Ältere","8003",4
1999,100,"100-Jährige und Ältere","8004",1
1999,100,"100-Jährige und Ältere","8005",3
1999,100,"100-Jährige und Ältere","8006",4
1999,100,"100-Jährige und Ältere","8008",2
1999,100,"100-Jährige und Ältere","8032",4
1999,100,"100-Jährige und Ältere","8037",4
1999,100,"100-Jährige und Ältere","8038",4
1999,100,"100-Jährige und Ältere","8044",2
1999,100,"100-Jährige und Ältere","8046",2
1999,100,"100-Jährige und Ältere","8047",4
1999,100,"100-Jährige und Ältere","8049",3
1999,100,"100-Jährige und Ältere","8050",1
1999,100,"100-Jährige und Ältere","8051",4
1999,100,"100-Jährige und Ältere","8053",2
1999,100,"100-Jährige und Ältere","8055",2
1999,100,"100-Jährige und Ältere","8057",3
2000,0,"0- bis 4-Jährige","8001",110
2000,0,"0- bis 4-Jährige","8002",367
2000,0,"0- bis 4-Jährige","8003",938
2000,0,"0- bis 4-Jährige","8004",1065
2000,0,"0- bis 4-Jährige","8005",492
2000,0,"0- bis 4-Jährige","8006",567
2000,0,"0- bis 4-Jährige","8008",509
2000,0,"0- bis 4-Jährige","8032",671
2000,0,"0- bis 4-Jährige","8037",604
2000,0,"0- bis 4-Jährige","8038",653
2000,0,"0- bis 4-Jährige","8041",229
2000,0,"0- bis 4-Jährige","8044",269
2000,0,"0- bis 4-Jährige","8045",528
2000,0,"0- bis 4-Jährige","8046",910
2000,0,"0- bis 4-Jährige","8047",589
2000,0,"0- bis 4-Jährige","8048",1066
2000,0,"0- bis 4-Jährige","8049",892
2000,0,"0- bis 4-Jährige","8050",1035
2000,0,"0- bis 4-Jährige","8051",1142
2000,0,"0- bis 4-Jährige","8052",788
2000,0,"0- bis 4-Jährige","8053",387
2000,0,"0- bis 4-Jährige","8055",679
2000,0,"0- bis 4-Jährige","8057",815
2000,0,"0- bis 4-Jährige","8063",6
2000,0,"0- bis 4-Jährige","8064",234
2000,0,"0- bis 4-Jährige","9999",9
2000,5,"5- bis 9-Jährige","8001",97
2000,5,"5- bis 9-Jährige","8002",348
2000,5,"5- bis 9-Jährige","8003",762
2000,5,"5- bis 9-Jährige","8004",854
2000,5,"5- bis 9-Jährige","8005",304
2000,5,"5- bis 9-Jährige","8006",485
2000,5,"5- bis 9-Jährige","8008",446
2000,5,"5- bis 9-Jährige","8032",547
2000,5,"5- bis 9-Jährige","8037",483
2000,5,"5- bis 9-Jährige","8038",675
2000,5,"5- bis 9-Jährige","8041",224
2000,5,"5- bis 9-Jährige","8044",252
2000,5,"5- bis 9-Jährige","8045",526
2000,5,"5- bis 9-Jährige","8046",977
2000,5,"5- bis 9-Jährige","8047",559
2000,5,"5- bis 9-Jährige","8048",978
2000,5,"5- bis 9-Jährige","8049",840
2000,5,"5- bis 9-Jährige","8050",963
2000,5,"5- bis 9-Jährige","8051",1052
2000,5,"5- bis 9-Jährige","8052",782
2000,5,"5- bis 9-Jährige","8053",367
2000,5,"5- bis 9-Jährige","8055",720
2000,5,"5- bis 9-Jährige","8057",680
2000,5,"5- bis 9-Jährige","8063",5
2000,5,"5- bis 9-Jährige","8064",206
2000,5,"5- bis 9-Jährige","8152",1
2000,5,"5- bis 9-Jährige","9999",2
2000,10,"10- bis 14-Jährige","8001",95
2000,10,"10- bis 14-Jährige","8002",266
2000,10,"10- bis 14-Jährige","8003",707
2000,10,"10- bis 14-Jährige","8004",815
2000,10,"10- bis 14-Jährige","8005",358
2000,10,"10- bis 14-Jährige","8006",406
2000,10,"10- bis 14-Jährige","8008",415
2000,10,"10- bis 14-Jährige","8032",494
2000,10,"10- bis 14-Jährige","8037",462
2000,10,"10- bis 14-Jährige","8038",677
2000,10,"10- bis 14-Jährige","8041",230
2000,10,"10- bis 14-Jährige","8044",249
2000,10,"10- bis 14-Jährige","8045",523
2000,10,"10- bis 14-Jährige","8046",953
2000,10,"10- bis 14-Jährige","8047",621
2000,10,"10- bis 14-Jährige","8048",950
2000,10,"10- bis 14-Jährige","8049",703
2000,10,"10- bis 14-Jährige","8050",916
2000,10,"10- bis 14-Jährige","8051",975
2000,10,"10- bis 14-Jährige","8052",777
2000,10,"10- bis 14-Jährige","8053",335
2000,10,"10- bis 14-Jährige","8055",792
2000,10,"10- bis 14-Jährige","8057",621
2000,10,"10- bis 14-Jährige","8064",206
2000,10,"10- bis 14-Jährige","8152",4
2000,10,"10- bis 14-Jährige","9999",1
2000,15,"15- bis 19-Jährige","8001",166
2000,15,"15- bis 19-Jährige","8002",287
2000,15,"15- bis 19-Jährige","8003",747
2000,15,"15- bis 19-Jährige","8004",974
2000,15,"15- bis 19-Jährige","8005",429
2000,15,"15- bis 19-Jährige","8006",492
2000,15,"15- bis 19-Jährige","8008",453
2000,15,"15- bis 19-Jährige","8032",590
2000,15,"15- bis 19-Jährige","8037",551
2000,15,"15- bis 19-Jährige","8038",602
2000,15,"15- bis 19-Jährige","8041",286
2000,15,"15- bis 19-Jährige","8044",253
